 Program starts execution at  2017-08-28 20:39:55 
Authentication starts  2017-08-28 20:39:55 
Authentication completed  2017-08-28 20:39:55 
Starting time for searching pages which have the given search string  Johnson's Baby 2017-08-28 20:39:55 
Finishing time for searching pages which have the given search string  2017-08-28 20:40:00 
Starting time for going through each page  2017-08-28 20:40:00 
Starting time		 Page Id	Number of relevant posts	 Finishing Time 
 2017-08-28 21:19:12 	 142872119207286 		 0 		 2017-08-28 21:19:12 
 2017-08-28 21:19:12 	 193428287360452 		 0 		 2017-08-28 21:19:13 
 2017-08-28 21:19:13 	 1014347165355174 		 1 		 2017-08-28 21:19:14 
 2017-08-28 21:19:14 	 277093795811199 		 0 		 2017-08-28 21:19:14 
 2017-08-28 21:19:14 	 267621730318122 		 20 		 2017-08-28 21:19:18 
 2017-08-28 21:19:18 	 640572492778067 		 0 		 2017-08-28 21:19:18 
 2017-08-28 21:19:18 	 893574574089202 		 4 		 2017-08-28 21:19:19 
 2017-08-28 21:19:19 	 1041100935929859 		 15 		 2017-08-28 21:19:20 
 2017-08-28 21:19:20 	 806564552778431 		 6 		 2017-08-28 21:19:22 
 2017-08-28 21:19:22 	 249593178889302 		 1 		 2017-08-28 21:19:24 
 2017-08-28 21:19:24 	 548570625328744 		 101 		 2017-08-28 21:19:49 
 2017-08-28 21:19:49 	 402174526502256 		 1 		 2017-08-28 21:19:50 
 2017-08-28 21:19:50 	 548943088607193 		 0 		 2017-08-28 21:19:51 
 2017-08-28 21:19:51 	 1794193130907734 		 0 		 2017-08-28 21:19:51 
 2017-08-28 21:19:51 	 462024154185213 		 0 		 2017-08-28 21:19:52 
 2017-08-28 21:19:52 	 2190229457869452 		 0 		 2017-08-28 21:19:52 
 2017-08-28 21:19:52 	 428448263871868 		 0 		 2017-08-28 21:19:53 
 2017-08-28 21:19:53 	 203647163327018 		 0 		 2017-08-28 21:19:53 
 2017-08-28 21:19:53 	 1773206042931689 		 3 		 2017-08-28 21:19:55 
 2017-08-28 21:19:55 	 330779130610411 		 0 		 2017-08-28 21:19:56 
 2017-08-28 21:19:56 	 115212435194545_932182920164155 		 3 		 2017-08-28 21:19:57 
 2017-08-28 21:19:57 	 115212435194545_902114493170998 		 0 		 2017-08-28 21:19:57 
 2017-08-28 21:19:57 	 115212435194545_900934593288988 		 3 		 2017-08-28 21:19:58 
 2017-08-28 21:19:58 	 115212435194545_891411374241310 		 1 		 2017-08-28 21:19:59 
 2017-08-28 21:19:59 	 115212435194545_891410637574717 		 1 		 2017-08-28 21:19:59 
 2017-08-28 21:19:59 	 115212435194545_867630919952689 		 13 		 2017-08-28 21:20:00 
 2017-08-28 21:20:00 	 115212435194545_798219783560470 		 0 		 2017-08-28 21:20:00 
 2017-08-28 21:20:00 	 115212435194545_763281957054253 		 1 		 2017-08-28 21:20:01 
 2017-08-28 21:20:01 	 115212435194545_763171067065342 		 0 		 2017-08-28 21:20:01 
 2017-08-28 21:20:01 	 115212435194545_756073771108405 		 1 		 2017-08-28 21:20:02 
